"code_muni";"NOTA_MEDIA";"RENDA_MEDIA";"RAZAO";"Nome_Município";"ANO"
1100015;513,575602094241;0,662898462465294;384,667662594844;"Alta Floresta D'Oeste";2021
1100023;514,337182067704;0,681248758627539;375,424070618431;"Ariquemes";2021
1100049;526,388993288591;0,794031564348314;337,27751554611;"Cacoal";2021
1100056;509,140289855072;0,67596680543383;370,669517853417;"Cerejeiras";2021
1100064;526,679209039548;0,761889880952381;351,887084659029;"Colorado do Oeste";2021
1100098;509,478405797101;0,512684413883909;489,381769764341;"Espigão D'Oeste";2021
1100106;481,467568208778;0,46715691015451;477,11499790308;"Guajará-Mirim";2021
1100114;505,216082474227;0,616099924012158;400,318313412679;"Jaru";2021
1100122;507,378342175066;0,693123333512285;358,952483844863;"Ji-Paraná";2021
1100130;498,811379310345;0,588550588100948;408,17456335485;"Machadinho D'Oeste";2021
1100148;514,47038961039;0,473824845253417;540,052705496123;"Nova Brasilândia D'Oeste";2021
1100155;512,835789473684;0,653705810579079;388,945279908793;"Ouro Preto do Oeste";2021
1100189;511,491497326203;0,704936224489796;358,772167665593;"Pimenta Bueno";2021
1100205;513,257101080737;0,74321174534317;342,670985323493;"Porto Velho";2021
1100254;509,746936936937;0,663587575987842;378,498552452614;"Presidente Médici";2021
1100288;503,952758253461;0,659104142338134;372,282227483832;"Rolim de Moura";2021
1100304;522,912446428571;0,864454140178322;305,779606046012;"Vilhena";2021
1100320;498,946200873362;0,556507316468254;431,919210692128;"São Miguel do Guaporé";2021
1100346;494,910838709677;0,514414751914752;459,416915689155;"Alvorada D'Oeste";2021
1100403;479,58075;0,487640734588409;453,20403798205;"Alto Paraíso";2021
1100452;486,496288659794;0,538015769134879;423,623807581476;"Buritis";2021
1101302;515,565813953488;0,669290382819795;383,967587985918;"Mirante da Serra";2021
1101401;483,560618556701;0,541135346756152;415,756649247461;"Monte Negro";2021
1101492;484,473197969543;0,454000097981579;497,562002682009;"São Francisco do Guaporé";2021
1200013;490,291927710843;0,422024911816578;549,04798561169;"Acrelândia";2021
1200104;509,68;0,662527447396708;379,00316581095;"Brasiléia";2021
1200203;499,25935627081;0,40407195602346;595,634892951681;"Cruzeiro do Sul";2021
1200252;505,419305555556;0,62198250571305;396,858920127625;"Epitaciolândia";2021
1200302;498,66817679558;0,345775515620261;694,346956188913;"Feijó";2021
1200328;474,874285714286;0,337364718614719;641,128943780576;"Jordão";2021
1200336;485,740733944954;0,295274745899746;769,319886307113;"Mâncio Lima";2021
1200351;467,267450980392;0,213884379509379;975,702159545693;"Marechal Thaumaturgo";2021
1200385;483,518461538462;0,402286333608588;559,150144427525;"Plácido de Castro";2021
1200393;469,955813953488;0,337874149659864;625,605167386375;"Porto Walter";2021
1200401;514,412110994029;0,640602169188493;399,361918049878;"Rio Branco";2021
1200435;491,098666666667;0,582993197278912;398,835985997666;"Santa Rosa do Purus";2021
1200450;494,312571428571;0,417616047501252;564,472014040277;"Senador Guiomard";2021
1200500;493,444833333333;0,444664479455397;528,184382123313;"Sena Madureira";2021
1200609;488,294968553459;0,347119160936258;661,775535334512;"Tarauacá";2021
1200708;506,556974789916;0,567556141774892;436,920608443121;"Xapuri";2021
1200807;487,310458715596;0,259360670194004;881,901093733697;"Porto Acre";2021
